46,2013-07-25T00:00:00.000+05:30,1549
66,2013-07-25T00:00:00.000+05:30,1792
89,2013-07-25T00:00:00.000+05:30,824
145,2013-07-26T00:00:00.000+05:30,494
151,2013-07-26T00:00:00.000+05:30,2493
154,2013-07-26T00:00:00.000+05:30,9993
156,2013-07-26T00:00:00.000+05:30,5200
157,2013-07-26T00:00:00.000+05:30,8986
169,2013-07-26T00:00:00.000+05:30,2611
173,2013-07-26T00:00:00.000+05:30,9027
180,2013-07-26T00:00:00.000+05:30,10215
199,2013-07-26T00:00:00.000+05:30,4608
228,2013-07-26T00:00:00.000+05:30,6070
234,2013-07-26T00:00:00.000+05:30,1010
243,2013-07-26T00:00:00.000+05:30,32
286,2013-07-26T00:00:00.000+05:30,9824
305,2013-07-26T00:00:00.000+05:30,5618
321,2013-07-26T00:00:00.000+05:30,4282
342,2013-07-26T00:00:00.000+05:30,8809
381,2013-07-27T00:00:00.000+05:30,5756
398,2013-07-27T00:00:00.000+05:30,1365
450,2013-07-27T00:00:00.000+05:30,5085
477,2013-07-27T00:00:00.000+05:30,8511
482,2013-07-27T00:00:00.000+05:30,9156
491,2013-07-27T00:00:00.000+05:30,3945
529,2013-07-28T00:00:00.000+05:30,844
536,2013-07-28T00:00:00.000+05:30,9981
559,2013-07-28T00:00:00.000+05:30,1944
560,2013-07-28T00:00:00.000+05:30,744
617,2013-07-28T00:00:00.000+05:30,6154
622,2013-07-28T00:00:00.000+05:30,3892
625,2013-07-28T00:00:00.000+05:30,5918
637,2013-07-28T00:00:00.000+05:30,2259
661,2013-07-28T00:00:00.000+05:30,2991
665,2013-07-28T00:00:00.000+05:30,5648
680,2013-07-29T00:00:00.000+05:30,4599
685,2013-07-29T00:00:00.000+05:30,10745
692,2013-07-29T00:00:00.000+05:30,442
693,2013-07-29T00:00:00.000+05:30,10081
760,2013-07-29T00:00:00.000+05:30,444
777,2013-07-29T00:00:00.000+05:30,7761
796,2013-07-29T00:00:00.000+05:30,11292
843,2013-07-29T00:00:00.000+05:30,8345
866,2013-07-29T00:00:00.000+05:30,6788
898,2013-07-30T00:00:00.000+05:30,5271
926,2013-07-30T00:00:00.000+05:30,8052
944,2013-07-30T00:00:00.000+05:30,2917
965,2013-07-30T00:00:00.000+05:30,1907
968,2013-07-30T00:00:00.000+05:30,7845
984,2013-07-30T00:00:00.000+05:30,12350
1072,2013-07-30T00:00:00.000+05:30,11480
1124,2013-07-31T00:00:00.000+05:30,3703
1127,2013-07-31T00:00:00.000+05:30,1069
1159,2013-07-31T00:00:00.000+05:30,9619
1167,2013-07-31T00:00:00.000+05:30,1204
1187,2013-07-31T00:00:00.000+05:30,5813
1194,2013-07-31T00:00:00.000+05:30,12161
1214,2013-07-31T00:00:00.000+05:30,7892
1216,2013-07-31T00:00:00.000+05:30,2846
1220,2013-07-31T00:00:00.000+05:30,2944
1233,2013-07-31T00:00:00.000+05:30,3184
1258,2013-07-31T00:00:00.000+05:30,7958
1266,2013-07-31T00:00:00.000+05:30,10850
1268,2013-07-31T00:00:00.000+05:30,12018
1270,2013-07-31T00:00:00.000+05:30,6909
1284,2013-07-31T00:00:00.000+05:30,1750
1358,2013-08-01T00:00:00.000+05:30,4041
1395,2013-08-01T00:00:00.000+05:30,3147
1397,2013-08-01T00:00:00.000+05:30,11571
1403,2013-08-01T00:00:00.000+05:30,12379
1429,2013-08-01T00:00:00.000+05:30,5109
1455,2013-08-01T00:00:00.000+05:30,4875
1463,2013-08-01T00:00:00.000+05:30,9735
1508,2013-08-01T00:00:00.000+05:30,6622
1518,2013-08-01T00:00:00.000+05:30,4739
1529,2013-08-01T00:00:00.000+05:30,34
1588,2013-08-02T00:00:00.000+05:30,5477
1603,2013-08-02T00:00:00.000+05:30,5274
1642,2013-08-02T00:00:00.000+05:30,946
1668,2013-08-02T00:00:00.000+05:30,11833
1693,2013-08-02T00:00:00.000+05:30,3885
1719,2013-08-02T00:00:00.000+05:30,940
1748,2013-08-03T00:00:00.000+05:30,1932
1750,2013-08-03T00:00:00.000+05:30,2912
1767,2013-08-03T00:00:00.000+05:30,10205
1770,2013-08-03T00:00:00.000+05:30,480
1814,2013-08-03T00:00:00.000+05:30,8774
1842,2013-08-03T00:00:00.000+05:30,4354
1869,2013-08-03T00:00:00.000+05:30,9913
1871,2013-08-03T00:00:00.000+05:30,6850
1907,2013-08-04T00:00:00.000+05:30,3667
1913,2013-08-04T00:00:00.000+05:30,7502
1932,2013-08-04T00:00:00.000+05:30,6098
1956,2013-08-04T00:00:00.000+05:30,5233
1967,2013-08-04T00:00:00.000+05:30,8683
1983,2013-08-04T00:00:00.000+05:30,11093
1985,2013-08-04T00:00:00.000+05:30,2798
1992,2013-08-04T00:00:00.000+05:30,3461
2007,2013-08-04T00:00:00.000+05:30,3175
2011,2013-08-04T00:00:00.000+05:30,10819
2013,2013-08-04T00:00:00.000+05:30,9167
2057,2013-08-05T00:00:00.000+05:30,361
2067,2013-08-05T00:00:00.000+05:30,1739
2076,2013-08-05T00:00:00.000+05:30,4960
2083,2013-08-05T00:00:00.000+05:30,2189
2093,2013-08-05T00:00:00.000+05:30,4033
2097,2013-08-05T00:00:00.000+05:30,9672
2145,2013-08-05T00:00:00.000+05:30,1257
2147,2013-08-05T00:00:00.000+05:30,4769
2156,2013-08-05T00:00:00.000+05:30,2335
2202,2013-08-06T00:00:00.000+05:30,6440
2219,2013-08-06T00:00:00.000+05:30,7915
2258,2013-08-06T00:00:00.000+05:30,5541
2300,2013-08-06T00:00:00.000+05:30,146
2308,2013-08-06T00:00:00.000+05:30,1423
2309,2013-08-06T00:00:00.000+05:30,8098
2322,2013-08-06T00:00:00.000+05:30,11551
2331,2013-08-06T00:00:00.000+05:30,2846
2333,2013-08-06T00:00:00.000+05:30,7413
2349,2013-08-06T00:00:00.000+05:30,889
2386,2013-08-06T00:00:00.000+05:30,2045
2429,2013-08-07T00:00:00.000+05:30,7084
2439,2013-08-07T00:00:00.000+05:30,7271
2454,2013-08-07T00:00:00.000+05:30,4139
2475,2013-08-07T00:00:00.000+05:30,11965
2497,2013-08-07T00:00:00.000+05:30,6913
2508,2013-08-07T00:00:00.000+05:30,11762
2513,2013-08-07T00:00:00.000+05:30,11341
2538,2013-08-07T00:00:00.000+05:30,9057
2648,2013-08-08T00:00:00.000+05:30,11959
2671,2013-08-08T00:00:00.000+05:30,9575
2708,2013-08-09T00:00:00.000+05:30,2580
2733,2013-08-09T00:00:00.000+05:30,11555
