8,2013-07-25T00:00:00.000+05:30,2911
14,2013-07-25T00:00:00.000+05:30,9842
20,2013-07-25T00:00:00.000+05:30,9198
29,2013-07-25T00:00:00.000+05:30,196
34,2013-07-25T00:00:00.000+05:30,4189
38,2013-07-25T00:00:00.000+05:30,11586
48,2013-07-25T00:00:00.000+05:30,12186
53,2013-07-25T00:00:00.000+05:30,4701
81,2013-07-25T00:00:00.000+05:30,674
84,2013-07-25T00:00:00.000+05:30,6789
94,2013-07-25T00:00:00.000+05:30,11589
100,2013-07-25T00:00:00.000+05:30,12131
103,2013-07-25T00:00:00.000+05:30,12256
106,2013-07-26T00:00:00.000+05:30,395
108,2013-07-26T00:00:00.000+05:30,12149
111,2013-07-26T00:00:00.000+05:30,4271
115,2013-07-26T00:00:00.000+05:30,104
122,2013-07-26T00:00:00.000+05:30,2071
131,2013-07-26T00:00:00.000+05:30,10072
138,2013-07-26T00:00:00.000+05:30,10904
144,2013-07-26T00:00:00.000+05:30,2158
148,2013-07-26T00:00:00.000+05:30,5383
150,2013-07-26T00:00:00.000+05:30,236
164,2013-07-26T00:00:00.000+05:30,2962
166,2013-07-26T00:00:00.000+05:30,7834
192,2013-07-26T00:00:00.000+05:30,5293
193,2013-07-26T00:00:00.000+05:30,6174
195,2013-07-26T00:00:00.000+05:30,12096
196,2013-07-26T00:00:00.000+05:30,2765
197,2013-07-26T00:00:00.000+05:30,6370
205,2013-07-26T00:00:00.000+05:30,3109
208,2013-07-26T00:00:00.000+05:30,7923
217,2013-07-26T00:00:00.000+05:30,5420
219,2013-07-26T00:00:00.000+05:30,10655
257,2013-07-26T00:00:00.000+05:30,3273
269,2013-07-26T00:00:00.000+05:30,11887
284,2013-07-26T00:00:00.000+05:30,861
291,2013-07-26T00:00:00.000+05:30,5506
293,2013-07-26T00:00:00.000+05:30,4731
316,2013-07-26T00:00:00.000+05:30,3870
345,2013-07-26T00:00:00.000+05:30,11040
353,2013-07-27T00:00:00.000+05:30,2234
354,2013-07-27T00:00:00.000+05:30,5862
355,2013-07-27T00:00:00.000+05:30,11682
361,2013-07-27T00:00:00.000+05:30,8286
362,2013-07-27T00:00:00.000+05:30,10167
364,2013-07-27T00:00:00.000+05:30,6035
367,2013-07-27T00:00:00.000+05:30,8730
374,2013-07-27T00:00:00.000+05:30,5906
375,2013-07-27T00:00:00.000+05:30,6561
377,2013-07-27T00:00:00.000+05:30,514
382,2013-07-27T00:00:00.000+05:30,8143
399,2013-07-27T00:00:00.000+05:30,1473
401,2013-07-27T00:00:00.000+05:30,9692
407,2013-07-27T00:00:00.000+05:30,3333
409,2013-07-27T00:00:00.000+05:30,11102
424,2013-07-27T00:00:00.000+05:30,2457
433,2013-07-27T00:00:00.000+05:30,792
436,2013-07-27T00:00:00.000+05:30,7610
462,2013-07-27T00:00:00.000+05:30,5454
480,2013-07-27T00:00:00.000+05:30,2902
481,2013-07-27T00:00:00.000+05:30,10633
483,2013-07-27T00:00:00.000+05:30,12341
486,2013-07-27T00:00:00.000+05:30,1865
487,2013-07-27T00:00:00.000+05:30,5698
505,2013-07-27T00:00:00.000+05:30,11952
511,2013-07-28T00:00:00.000+05:30,486
517,2013-07-28T00:00:00.000+05:30,1578
528,2013-07-28T00:00:00.000+05:30,6147
530,2013-07-28T00:00:00.000+05:30,6224
538,2013-07-28T00:00:00.000+05:30,4871
546,2013-07-28T00:00:00.000+05:30,7604
554,2013-07-28T00:00:00.000+05:30,10980
574,2013-07-28T00:00:00.000+05:30,7145
575,2013-07-28T00:00:00.000+05:30,2873
579,2013-07-28T00:00:00.000+05:30,4137
581,2013-07-28T00:00:00.000+05:30,3222
586,2013-07-28T00:00:00.000+05:30,10225
590,2013-07-28T00:00:00.000+05:30,132
609,2013-07-28T00:00:00.000+05:30,1241
616,2013-07-28T00:00:00.000+05:30,11330
619,2013-07-28T00:00:00.000+05:30,11473
628,2013-07-28T00:00:00.000+05:30,9783
640,2013-07-28T00:00:00.000+05:30,6199
653,2013-07-28T00:00:00.000+05:30,10473
